psu_hh_idcode,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10,house_q02,house_q03,house_q04,house_q05y,house_q05m,house_q06,house_q07,house_q08,house_q09,house_q10,house_q11,house_q12,house_q13,house_q14,house_q15,house_q16,house_q17,house_q18,house_q19,house_q20,house_q21,house_q22,edu_q01,edu_q02,edu_q03,edu_q04,edu_q05,edu_q06,edu_q07,edu_q08,edu_q09,edu_q10,edu_q11,edu_q12,edu_q13,edu_q14,edu_q15,edu_q16,edu_q17,edu_q18,edu_q19,edu_q20,edu_q21,edu_q22,edu_q23,edu_q24,edu_q25,edu_q26,edu_q27,edu_q28,edu_q29,edu_q30,edu_q31,edu_q32,edu_q33,edu_q34,edu_q35,edu_q36,edu_q37,edu_q38,edu_q39,edu_q40,edu_q41,edu_q42,edu_q43,edu_q44,edu_q45,edu_q46,edu_q47,edu_q48,edu_q49,edu_q50,edu_q51,edu_q52,edu_q53,edu_q54,edu_q55,edu_q56,edu_q57,edu_q58,edu_q59,edu_q60,edu_q61,edu_q62,edu_q63,edu_q64,edu_q65,edu_q66
449_9_2,0,0,0,0,0,0,0,1,0,0,2.0,2.0,19660910.0,45.0,11.0,1.0,1.0,1.0,0.0,1.0,2.0,,1.0,1.0,,74.0,2.0,,1.0,2.0,80.0,,1.0,1.0,1.0,6.0,4.0,9.0,0.0,2.0,,,2.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103_2_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19400123.0,72.0,7.0,4.0,,,0.0,1.0,2.0,,1.0,2.0,78.0,,2.0,,2.0,2.0,81.0,,3.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,,,13.0,,,2.0,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139_9_1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,19430304.0,69.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,2.0,83.0,,2.0,,3.0,2.0,72.0,,2.0,2.0,1.0,1.0,7.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520_5_1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,19520907.0,60.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,2.0,77.0,,2.0,,2.0,2.0,80.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,14.0,,,2.0,,,14.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293_8_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19570520.0,55.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,65.0,,2.0,,2.0,2.0,69.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615_2_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19331116.0,78.0,9.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,77.0,,2.0,,1.0,2.0,75.0,,3.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,,,13.0,,,2.0,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546_9_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19380305.0,74.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,2.0,86.0,,2.0,,2.0,2.0,29.0,,1.0,1.0,1.0,6.0,4.0,9.0,0.0,2.0,,,2.0,,,2.0,,,2.0,23.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159_1_1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,19570121.0,55.0,7.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,61.0,,2.0,,1.0,2.0,70.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124_8_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19451001.0,66.0,11.0,1.0,1.0,2.0,0.0,1.0,2.0,,6.0,2.0,85.0,,2.0,,2.0,2.0,72.0,,1.0,1.0,1.0,4.0,3.0,5.0,0.0,2.0,,,13.0,,,2.0,,,13.0,17.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500_3_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19830125.0,29.0,7.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,69.0,,2.0,,1.0,2.0,69.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218_4_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19511106.0,60.0,10.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,76.0,,2.0,,2.0,2.0,70.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599_7_1,0,0,0,0,0,0,1,0,0,0,1.0,1.0,19611117.0,50.0,9.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,1.0,,78.0,2.0,,3.0,2.0,75.0,,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,,,3.0,,,2.0,,,3.0,19.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714_5_3,0,0,0,0,1,0,0,0,0,0,1.0,4.0,19720717.0,40.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45_2_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19640603.0,48.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,65.0,,2.0,,2.0,2.0,70.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635_12_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19550707.0,57.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,2.0,83.0,,2.0,,3.0,2.0,62.0,,1.0,1.0,1.0,5.0,4.0,6.0,2.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384_4_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19640830.0,48.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,75.0,2.0,,2.0,2.0,75.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727_2_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19330207.0,79.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,80.0,,2.0,,2.0,2.0,85.0,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187_2_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19660912.0,45.0,11.0,1.0,1.0,2.0,0.0,1.0,2.0,,4.0,2.0,68.0,,2.0,,2.0,2.0,81.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583_1_3,0,0,0,0,0,1,0,0,0,0,2.0,4.0,19830714.0,29.0,1.0,5.0,,,0.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,1.0,1.0,1.0,6.0,4.0,9.0,3.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558_2_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19590405.0,53.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,40.0,,2.0,,2.0,2.0,60.0,,1.0,1.0,1.0,1.0,8.0,2.0,3.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154_5_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19560626.0,56.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,80.0,2.0,,2.0,2.0,64.0,,1.0,1.0,1.0,1.0,6.0,1.0,0.0,2.0,,,2.0,,,2.0,,,2.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663_3_1,1,0,0,0,0,0,0,0,0,0,2.0,1.0,19400203.0,72.0,7.0,4.0,,,0.0,1.0,2.0,,1.0,1.0,,93.0,2.0,,1.0,2.0,94.0,,1.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,,,13.0,,,2.0,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834_3_1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,19551207.0,56.0,8.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,69.0,,2.0,,1.0,2.0,77.0,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,2.0,,,2.0,,,2.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731_6_1,0,0,0,0,0,0,0,0,1,0,1.0,1.0,19800331.0,32.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,1.0,,59.0,2.0,,3.0,1.0,,63.0,1.0,1.0,1.0,6.0,4.0,9.0,2.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828_4_2,0,0,0,0,0,1,0,0,0,0,2.0,2.0,19470523.0,65.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,2.0,64.0,,2.0,,2.0,2.0,72.0,,1.0,1.0,1.0,1.0,7.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618_10_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19731226.0,38.0,8.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,1.0,,55.0,2.0,,1.0,1.0,,56.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,,,13.0,,,2.0,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827_2_1,0,0,1,0,0,0,0,0,0,0,2.0,1.0,19331003.0,78.0,10.0,4.0,,,0.0,1.0,2.0,,1.0,2.0,85.0,,2.0,,1.0,2.0,76.0,,2.0,2.0,1.0,4.0,3.0,5.0,0.0,2.0,,,14.0,,,2.0,,,14.0,21.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_6_1,0,0,0,1,0,0,0,0,0,0,2.0,1.0,19360807.0,76.0,1.0,4.0,,,0.0,1.0,2.0,,1.0,2.0,77.0,,2.0,,1.0,2.0,66.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,,,13.0,,,2.0,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483_3_1,0,0,0,0,0,0,0,1,0,0,1.0,1.0,19490610.0,63.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,,7.0,2.0,90.0,,2.0,,2.0,2.0,70.0,,1.0,1.0,1.0,6.0,4.0,9.0,0.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427_4_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19600307.0,52.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,1.0,,76.0,2.0,,1.0,1.0,,77.0,1.0,1.0,1.0,4.0,3.0,5.0,0.0,2.0,,,13.0,,,2.0,,,2.0,17.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20_9_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19470920.0,64.0,11.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,70.0,,2.0,,1.0,2.0,55.0,,1.0,1.0,1.0,1.0,7.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569_10_1,0,0,0,0,0,0,0,1,0,0,1.0,1.0,19540928.0,57.0,11.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,80.0,,2.0,,1.0,2.0,75.0,,1.0,1.0,1.0,6.0,4.0,9.0,0.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199_6_1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,19410105.0,71.0,8.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,40.0,,2.0,,1.0,2.0,25.0,,2.0,2.0,1.0,1.0,7.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199_8_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19410501.0,71.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,90.0,2.0,,2.0,2.0,78.0,,1.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,,,13.0,,,2.0,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185_8_1,1,0,0,0,0,0,0,0,0,0,2.0,1.0,19590905.0,52.0,11.0,4.0,,,0.0,1.0,2.0,,2.0,1.0,,75.0,2.0,,2.0,1.0,,78.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184_7_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19481031.0,63.0,10.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,90.0,,2.0,,1.0,2.0,45.0,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475_2_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19540418.0,58.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,88.0,,2.0,,1.0,2.0,80.0,,1.0,1.0,1.0,5.0,4.0,6.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807_3_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19550521.0,57.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,2.0,65.0,,2.0,,3.0,2.0,80.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393_11_1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,19450427.0,67.0,4.0,4.0,,,0.0,1.0,2.0,,1.0,2.0,70.0,,2.0,,1.0,2.0,72.0,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260_12_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19550406.0,57.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,67.0,,2.0,,2.0,2.0,78.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817_2_2,0,0,0,0,1,0,0,0,0,0,2.0,2.0,19820415.0,30.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,,3.0,1.0,,65.0,2.0,,3.0,1.0,,68.0,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668_5_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19561025.0,55.0,10.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,80.0,,2.0,,1.0,2.0,82.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822_9_1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,19580115.0,54.0,7.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,76.0,2.0,,2.0,1.0,,83.0,1.0,1.0,1.0,6.0,4.0,9.0,0.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405_1_1,0,0,0,0,0,0,0,1,0,0,1.0,1.0,19740906.0,38.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,78.0,2.0,,2.0,2.0,74.0,,1.0,1.0,1.0,6.0,4.0,9.0,1.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354_9_1,0,0,0,1,0,0,0,0,0,0,2.0,1.0,19561004.0,55.0,11.0,4.0,,,0.0,1.0,2.0,,2.0,1.0,,76.0,2.0,,2.0,1.0,,77.0,1.0,1.0,1.0,5.0,4.0,6.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55_5_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19790114.0,33.0,8.0,1.0,1.0,2.0,6.0,1.0,2.0,,1.0,1.0,,70.0,2.0,,1.0,1.0,,71.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,,,13.0,,,2.0,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768_5_1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,19840709.0,28.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,1.0,,54.0,2.0,,3.0,1.0,,60.0,1.0,1.0,1.0,8.0,5.0,10.0,0.0,2.0,,,13.0,,,2.0,,,13.0,27.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371_2_1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,19620302.0,50.0,6.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,,,,,2.0,,5.0,2.0,90.0,,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,,,2.0,,,2.0,,,2.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667_6_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19510412.0,61.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,66.0,,2.0,,2.0,2.0,66.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,2.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199_7_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19720816.0,40.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,65.0,,2.0,,2.0,2.0,60.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348_6_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19630815.0,49.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,,,,,2.0,,2.0,2.0,88.0,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614_1_2,0,1,0,0,0,0,0,0,0,0,2.0,2.0,19590407.0,53.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,,1.0,2.0,82.0,,2.0,,1.0,2.0,78.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199_9_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19650919.0,46.0,11.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,67.0,2.0,,2.0,1.0,,71.0,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502_7_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19760728.0,36.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,,2.0,1.0,,62.0,2.0,,2.0,1.0,,67.0,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,2.0,,,2.0,,,2.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122_13_2,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155_7_2,0,0,0,1,0,0,0,0,0,0,2.0,2.0,19430414.0,69.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,2.0,50.0,,2.0,,2.0,2.0,78.0,,2.0,2.0,1.0,1.0,7.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370_1_1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,19720225.0,40.0,7.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,65.0,2.0,,2.0,1.0,,70.0,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,2.0,,,2.0,,,2.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293_12_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19510325.0,61.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,70.0,,2.0,,2.0,2.0,74.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386_4_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19730802.0,39.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,76.0,2.0,,3.0,2.0,62.0,,1.0,1.0,1.0,6.0,4.0,9.0,0.0,2.0,,,4.0,,,2.0,,,4.0,24.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816_5_1,0,0,0,0,0,0,1,0,0,0,1.0,1.0,19550313.0,57.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,86.0,2.0,,2.0,2.0,59.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541_2_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19470919.0,65.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,70.0,,2.0,,2.0,2.0,65.0,,2.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712_2_3,0,0,0,0,1,0,0,0,0,0,2.0,9.0,19760531.0,36.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,1.0,,64.0,2.0,,3.0,1.0,,68.0,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280_1_1,0,0,0,0,0,0,0,1,0,0,1.0,1.0,19690710.0,43.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,7.0,,,,,1.0,8.0,,,,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418_8_1,0,1,0,0,0,0,0,0,0,0,2.0,1.0,19690523.0,43.0,4.0,4.0,,,0.0,1.0,2.0,,2.0,2.0,68.0,,2.0,,2.0,1.0,,70.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
